Epoch 1/1000 | SDE training launched
Iteration 18/20 | SDE loss = 6.276e-01, MSE = 4.684e-05, exotic = 1.5911e-01, time = 0.80
Iteration 19/20 | SDE loss = 6.259e-01, MSE = 4.690e-05, exotic = 1.5694e-01, time = 0.78
Iteration 20/20 | SDE loss = 6.221e-01, MSE = 4.658e-05, exotic = 1.5624e-01, time = 0.78
Epoch 5/1000 | SDE average MSE = 5.908e-05, time = 15.60
Epoch 5/1000 | Update of (lambda_, c) to (1.000e+04, 4.000e+04)
Epoch 6/1000 | SDE training launched
Iteration 1/20 | SDE loss = 6.336e-01, MSE = 4.784e-05, exotic = 1.5519e-01, time = 0.77
Iteration 2/20 | SDE loss = 6.114e-01, MSE = 4.568e-05, exotic = 1.5446e-01, time = 0.81
Iteration 3/20 | SDE loss = 5.792e-01, MSE = 4.250e-05, exotic = 1.5409e-01, time = 0.78
Iteration 4/20 | SDE loss = 5.984e-01, MSE = 4.440e-05, exotic = 1.5434e-01, time = 0.78
Iteration 5/20 | SDE loss = 5.736e-01, MSE = 4.192e-05, exotic = 1.5428e-01, time = 0.77
Iteration 6/20 | SDE loss = 5.646e-01, MSE = 4.099e-05, exotic = 1.5465e-01, time = 0.77
Iteration 7/20 | SDE loss = 5.594e-01, MSE = 4.039e-05, exotic = 1.5544e-01, time = 0.77
Iteration 8/20 | SDE loss = 5.536e-01, MSE = 3.985e-05, exotic = 1.5496e-01, time = 0.78
Iteration 9/20 | SDE loss = 5.408e-01, MSE = 3.839e-05, exotic = 1.5684e-01, time = 0.77
Iteration 10/20 | SDE loss = 5.102e-01, MSE = 3.525e-05, exotic = 1.5762e-01, time = 0.79
Iteration 11/20 | SDE loss = 5.167e-01, MSE = 3.584e-05, exotic = 1.5816e-01, time = 0.77
Iteration 12/20 | SDE loss = 4.829e-01, MSE = 3.227e-05, exotic = 1.6013e-01, time = 0.76
Iteration 13/20 | SDE loss = 4.815e-01, MSE = 3.207e-05, exotic = 1.6068e-01, time = 0.77
Iteration 14/20 | SDE loss = 4.668e-01, MSE = 3.056e-05, exotic = 1.6119e-01, time = 0.78
Iteration 15/20 | SDE loss = 4.553e-01, MSE = 2.932e-05, exotic = 1.6206e-01, time = 0.79
Iteration 16/20 | SDE loss = 4.604e-01, MSE = 2.963e-05, exotic = 1.6403e-01, time = 0.76
Iteration 17/20 | SDE loss = 4.456e-01, MSE = 2.808e-05, exotic = 1.6483e-01, time = 0.76
Iteration 18/20 | SDE loss = 4.245e-01, MSE = 2.586e-05, exotic = 1.6587e-01, time = 0.76
Iteration 19/20 | SDE loss = 4.273e-01, MSE = 2.598e-05, exotic = 1.6744e-01, time = 0.77
Iteration 20/20 | SDE loss = 4.219e-01, MSE = 2.542e-05, exotic = 1.6771e-01, time = 0.75
Epoch 6/1000 | Checkpoint 3e-05 reached. Model NeuralLVModel_lowerbound_3e-05.pt saved.
Epoch 6/1000 | SDE average MSE = 3.561e-05, time = 15.48
Epoch 7/1000 | SDE training launched
Iteration 1/20 | SDE loss = 4.143e-01, MSE = 2.458e-05, exotic = 1.6852e-01, time = 0.75
Iteration 2/20 | SDE loss = 3.922e-01, MSE = 2.237e-05, exotic = 1.6847e-01, time = 0.77
Iteration 3/20 | SDE loss = 3.983e-01, MSE = 2.294e-05, exotic = 1.6886e-01, time = 0.76
