Epoch 1/1000 | SDE training launched
Iteration 8/20 | SDE loss = 1.343e-05, MSE = 1.343e-05, exotic = 1.6443e-01, time = 1.27
Iteration 9/20 | SDE loss = 1.340e-05, MSE = 1.340e-05, exotic = 1.6383e-01, time = 1.26
Iteration 10/20 | SDE loss = 1.367e-05, MSE = 1.367e-05, exotic = 1.6384e-01, time = 1.29
Iteration 11/20 | SDE loss = 1.365e-05, MSE = 1.365e-05, exotic = 1.6440e-01, time = 1.26
Iteration 12/20 | SDE loss = 1.353e-05, MSE = 1.353e-05, exotic = 1.6499e-01, time = 1.24
Iteration 13/20 | SDE loss = 1.349e-05, MSE = 1.349e-05, exotic = 1.6446e-01, time = 1.27
Iteration 14/20 | SDE loss = 1.342e-05, MSE = 1.342e-05, exotic = 1.6599e-01, time = 1.24
Iteration 15/20 | SDE loss = 1.360e-05, MSE = 1.360e-05, exotic = 1.6467e-01, time = 1.28
Iteration 16/20 | SDE loss = 1.351e-05, MSE = 1.351e-05, exotic = 1.6482e-01, time = 1.30
Iteration 17/20 | SDE loss = 1.361e-05, MSE = 1.361e-05, exotic = 1.6521e-01, time = 1.28
Iteration 18/20 | SDE loss = 1.346e-05, MSE = 1.346e-05, exotic = 1.6518e-01, time = 1.25
Iteration 19/20 | SDE loss = 1.348e-05, MSE = 1.348e-05, exotic = 1.6482e-01, time = 1.28
Iteration 20/20 | SDE loss = 1.340e-05, MSE = 1.340e-05, exotic = 1.6441e-01, time = 1.28
Epoch 6/1000 | SDE average MSE = 1.368e-05, time = 25.31
Epoch 6/1000 | CV training launched
Iteration 1/20 | CV loss = 2.255e-01, time = 1.01
Iteration 2/20 | CV loss = 2.226e-01, time = 0.97
Iteration 3/20 | CV loss = 2.171e-01, time = 0.95
Iteration 4/20 | CV loss = 2.158e-01, time = 0.97
Iteration 5/20 | CV loss = 2.126e-01, time = 0.98
Iteration 6/20 | CV loss = 2.110e-01, time = 1.01
Iteration 7/20 | CV loss = 2.072e-01, time = 1.05
Iteration 8/20 | CV loss = 2.045e-01, time = 0.99
Iteration 9/20 | CV loss = 2.042e-01, time = 1.02
Iteration 10/20 | CV loss = 1.988e-01, time = 1.03
Iteration 11/20 | CV loss = 1.997e-01, time = 0.99
Iteration 12/20 | CV loss = 1.937e-01, time = 0.97
Iteration 13/20 | CV loss = 1.919e-01, time = 1.00
Iteration 14/20 | CV loss = 1.884e-01, time = 1.02
Iteration 15/20 | CV loss = 1.878e-01, time = 0.98
Iteration 16/20 | CV loss = 1.861e-01, time = 1.00
Iteration 17/20 | CV loss = 1.832e-01, time = 0.98
Iteration 18/20 | CV loss = 1.814e-01, time = 0.97
Iteration 19/20 | CV loss = 1.790e-01, time = 1.03
Iteration 20/20 | CV loss = 1.793e-01, time = 1.03
Epoch 6/1000 | CV average loss = 1.995e-01, time = 19.96
Epoch 6/1000 | elapsed time = 45.27
Epoch 7/1000 | SDE training launched
Iteration 1/20 | SDE loss = 1.315e-05, MSE = 1.315e-05, exotic = 1.6495e-01, time = 1.28
Iteration 2/20 | SDE loss = 1.317e-05, MSE = 1.317e-05, exotic = 1.6510e-01, time = 1.23
Iteration 3/20 | SDE loss = 1.327e-05, MSE = 1.327e-05, exotic = 1.6534e-01, time = 1.26
Iteration 4/20 | SDE loss = 1.355e-05, MSE = 1.355e-05, exotic = 1.6522e-01, time = 1.23
Iteration 5/20 | SDE loss = 1.357e-05, MSE = 1.357e-05, exotic = 1.6548e-01, time = 1.31
Iteration 6/20 | SDE loss = 1.315e-05, MSE = 1.315e-05, exotic = 1.6498e-01, time = 1.35
Iteration 7/20 | SDE loss = 1.328e-05, MSE = 1.328e-05, exotic = 1.6427e-01, time = 1.37
Iteration 8/20 | SDE loss = 1.340e-05, MSE = 1.340e-05, exotic = 1.6417e-01, time = 1.38
Iteration 9/20 | SDE loss = 1.318e-05, MSE = 1.318e-05, exotic = 1.6473e-01, time = 1.32
Iteration 10/20 | SDE loss = 1.360e-05, MSE = 1.360e-05, exotic = 1.6551e-01, time = 1.29
Iteration 11/20 | SDE loss = 1.326e-05, MSE = 1.326e-05, exotic = 1.6498e-01, time = 1.30
Iteration 12/20 | SDE loss = 1.297e-05, MSE = 1.297e-05, exotic = 1.6529e-01, time = 1.28
Iteration 13/20 | SDE loss = 1.315e-05, MSE = 1.315e-05, exotic = 1.6552e-01, time = 1.28
Iteration 14/20 | SDE loss = 1.314e-05, MSE = 1.314e-05, exotic = 1.6532e-01, time = 1.26
Iteration 15/20 | SDE loss = 1.323e-05, MSE = 1.323e-05, exotic = 1.6517e-01, time = 1.26
Iteration 16/20 | SDE loss = 1.307e-05, MSE = 1.307e-05, exotic = 1.6567e-01, time = 1.27
Iteration 17/20 | SDE loss = 1.312e-05, MSE = 1.312e-05, exotic = 1.6568e-01, time = 1.26
Iteration 18/20 | SDE loss = 1.288e-05, MSE = 1.288e-05, exotic = 1.6520e-01, time = 1.29
Iteration 19/20 | SDE loss = 1.320e-05, MSE = 1.320e-05, exotic = 1.6559e-01, time = 1.27
Iteration 20/20 | SDE loss = 1.293e-05, MSE = 1.293e-05, exotic = 1.6573e-01, time = 1.24
Epoch 7/1000 | SDE average MSE = 1.321e-05, time = 25.75
Epoch 7/1000 | CV training launched
Iteration 1/20 | CV loss = 1.767e-01, time = 1.06
Iteration 2/20 | CV loss = 1.768e-01, time = 1.01
Iteration 3/20 | CV loss = 1.728e-01, time = 0.95
Iteration 4/20 | CV loss = 1.726e-01, time = 1.06
Iteration 5/20 | CV loss = 1.702e-01, time = 1.02
Iteration 6/20 | CV loss = 1.685e-01, time = 1.03
Iteration 7/20 | CV loss = 1.664e-01, time = 1.01
Iteration 8/20 | CV loss = 1.664e-01, time = 0.99
Iteration 9/20 | CV loss = 1.630e-01, time = 1.07
Iteration 10/20 | CV loss = 1.628e-01, time = 1.08
Iteration 11/20 | CV loss = 1.617e-01, time = 1.17
Iteration 12/20 | CV loss = 1.613e-01, time = 1.01
Iteration 13/20 | CV loss = 1.583e-01, time = 1.01
Iteration 14/20 | CV loss = 1.579e-01, time = 1.00
Iteration 15/20 | CV loss = 1.570e-01, time = 0.99
Iteration 16/20 | CV loss = 1.560e-01, time = 1.00
Iteration 17/20 | CV loss = 1.528e-01, time = 1.00
Iteration 18/20 | CV loss = 1.544e-01, time = 0.98
Iteration 19/20 | CV loss = 1.522e-01, time = 1.06
Iteration 20/20 | CV loss = 1.526e-01, time = 1.02
Epoch 7/1000 | CV average loss = 1.630e-01, time = 20.51
Epoch 7/1000 | elapsed time = 46.26
Epoch 8/1000 | SDE training launched
Iteration 1/20 | SDE loss = 1.320e-05, MSE = 1.320e-05, exotic = 1.6544e-01, time = 1.31
Iteration 2/20 | SDE loss = 1.304e-05, MSE = 1.304e-05, exotic = 1.6578e-01, time = 1.26
Iteration 3/20 | SDE loss = 1.303e-05, MSE = 1.303e-05, exotic = 1.6532e-01, time = 1.26
Iteration 4/20 | SDE loss = 1.311e-05, MSE = 1.311e-05, exotic = 1.6542e-01, time = 1.27
Iteration 5/20 | SDE loss = 1.261e-05, MSE = 1.261e-05, exotic = 1.6517e-01, time = 1.30
Iteration 6/20 | SDE loss = 1.277e-05, MSE = 1.277e-05, exotic = 1.6624e-01, time = 1.27
Iteration 7/20 | SDE loss = 1.276e-05, MSE = 1.276e-05, exotic = 1.6539e-01, time = 1.24
Iteration 8/20 | SDE loss = 1.314e-05, MSE = 1.314e-05, exotic = 1.6563e-01, time = 1.25
Iteration 9/20 | SDE loss = 1.324e-05, MSE = 1.324e-05, exotic = 1.6537e-01, time = 1.21
Iteration 10/20 | SDE loss = 1.298e-05, MSE = 1.298e-05, exotic = 1.6527e-01, time = 1.25
Iteration 11/20 | SDE loss = 1.272e-05, MSE = 1.272e-05, exotic = 1.6576e-01, time = 1.26
Iteration 12/20 | SDE loss = 1.299e-05, MSE = 1.299e-05, exotic = 1.6616e-01, time = 1.31
Iteration 13/20 | SDE loss = 1.271e-05, MSE = 1.271e-05, exotic = 1.6550e-01, time = 1.29
Iteration 14/20 | SDE loss = 1.282e-05, MSE = 1.282e-05, exotic = 1.6574e-01, time = 1.28
Iteration 15/20 | SDE loss = 1.286e-05, MSE = 1.286e-05, exotic = 1.6539e-01, time = 1.33
Iteration 16/20 | SDE loss = 1.301e-05, MSE = 1.301e-05, exotic = 1.6530e-01, time = 1.29
Iteration 17/20 | SDE loss = 1.266e-05, MSE = 1.266e-05, exotic = 1.6536e-01, time = 1.27
Iteration 18/20 | SDE loss = 1.256e-05, MSE = 1.256e-05, exotic = 1.6552e-01, time = 1.24
